"URUT","PSU","SSU","STRATA","WI1","WI2","R101","R102","R105","NUINFORT","R1701","R1702","R1703","R1704","R1705","R1706","R1707","R1708","NUINFORT1","R1801","R1802","R1803","R1804","R1805","R1806A","R1806B","R1807","R1808","R1809A","R1809B","R1809C","R1809D","R1809E","R1810A","R1810B","R1810C","R1811A","R1811B","R1812","R1813A","R1813B","R1813C","R1813D","R1813E","R1814A","R1814B","R1814C","R1815A","R1815B","R1815C","R1816","R1816B1","R1816B2","R1816B3","R1817","R1901A","R1901B","R1901C","R1901D","R1901E","R1901F","R1901G","R1901H","R1901I","R1901J","R1901K","R2001A","R2001B","R2001C","R2001D","R2001E","R2001F","R2001G","R2001H","R2001I","R2001J","R2001K","R2001L","R2001M","R2002_A","R2002_B","R2002_C","R2002_D","R2101A","R2101B","R2101C","R2201A2","R2201A3","R2201B2","R2201B3","R2201C2","R2201C3","R2201D2","R2201D3","R2201E2","R2201E3","R2201F2","R2201F3","R2202","R2203","R2204A","R2204B","R2204C_A","R2204C_B","R2204C_C","R2204C_D","R2204C_E","R2204C_F","R2204C_G","R2204LAIN","R2205A","R2207","R2208A2","R2208B2","R2208BI2","R2208C2","R2208D2","R2208E2_A","R2208E2_B","R2208E2_C","R2208E2_D","R2208E2_E","R2208E2_F","R2208E2_G","R2208E2LAI","R2208A3","R2208B3","R2208BI3","R2208C3","R2208D3","R2208E3_A","R2208E3_B","R2208E3_C","R2208E3_D","R2208E3_E","R2208E3_F","R2208E3_G","R2208E3LAI","R2208A4","R2208B4","R2208BI4","R2208C4","R2208D4","R2208E4_A","R2208E4_B","R2208E4_C","R2208E4_D","R2208E4_E","R2208E4_F","R2208E4_G","R2208E4LAI","R2208A5","R2208B5","R2208BI5","R2208C5","R2208D5","R2208E5_A","R2208E5_B","R2208E5_C","R2208E5_D","R2208E5_E","R2208E5_F","R2208E5_G","R2208E5LAI","R2209A","R2209B","R2209C","R2209D","R2210AA","R2210B1","R2210B2","R2210B3","R2210B4","R2210B5","R2211A","R2211A1","R2211A2","R2211A3","R2211A4","R2211A5","R2211B","R2211B1","R301","R302","R303","R304","R305","FWT"
60126,7519,67645,15032,6016,60126,15,3,2,2,5,5,5,5,5,5,5,5,2,1,1,1,120,5,3,0,1,2,1,1,4,0,0,4,0,2,2,5,5,5,5,5,5,5,4,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,56.8164123216598
138340,15387,153727,15072,13880,138340,15,7,2,1,5,5,5,5,5,5,5,5,1,1,1,5,60,5,3,0,3,5,1,1,1,3,7,10,0,0,1,0,5,5,5,5,5,5,6,0,2,1,1,1,1,2,0,0,9,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,135.158219709656
20648,3579,24227,15022,2077,20648,15,2,2,1,1,5,5,5,5,5,5,5,1,1,1,6,48,5,4,5,3,5,1,1,4,0,0,9,0,0,1,0,5,5,5,5,5,5,9,0,0,1,1,1,1,2,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,161.693805300506
172298,18794,191092,15092,17285,172298,15,9,2,2,5,5,5,5,5,5,5,5,2,1,1,1,84,5,3,0,1,6,6,0,0,0,0,5,0,1,1,0,5,5,5,5,5,5,5,0,1,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,1,1,1,1,1,1,5,0,1,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,1,66.2805323287912
1503,1647,3150,15012,146,1503,15,1,2,1,5,5,5,5,5,5,5,5,1,1,1,6,90,5,3,0,3,5,1,1,1,98,7,7,0,8,1,0,5,5,5,5,5,5,7,0,8,3,0,0,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,1,1,"A",NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,1,0,1,1,0,44.3569679174878
167636,18332,185968,15092,16823,167636,15,9,2,1,5,5,5,5,5,5,5,5,1,1,1,1,60,5,3,0,1,1,1,1,1,6,7,2,0,0,2,10,5,5,5,5,5,5,5,0,2,1,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,NA,"B",NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,600000,3,1,"A",NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,20.0880228601683
170908,18653,189561,15092,17144,170908,15,9,2,1,5,5,5,5,5,5,5,5,1,0,3,0,70,5,3,0,3,5,6,0,0,0,0,6,0,1,1,0,1,5,5,5,5,5,6,0,1,2,1,1,1,2,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,1,0,1,1,0,4.08056477292656
149906,16551,166457,15081,15043,149906,15,8,1,1,1,5,1,5,5,5,5,5,1,1,1,2,60,5,2,0,1,6,1,1,4,0,0,6,0,2,2,998,5,5,5,5,5,5,6,0,2,4,0,0,1,3,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,456.372538262765
138729,15418,154147,15072,13911,138729,15,7,2,2,5,5,5,5,5,5,5,5,2,1,1,4,100,5,3,0,1,2,1,1,1,98,7,2,0,0,2,30,5,5,5,5,5,5,4,0,2,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,1,1,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,1,2,2,1,265.747766844756
78576,9377,87953,15042,7873,78576,15,4,2,1,5,5,5,5,5,5,5,5,1,1,1,1,36,5,3,0,3,6,1,1,1,98,7,2,0,0,1,0,5,5,5,5,5,5,5,0,2,2,1,1,1,3,0,0,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,59.7507566271534
50714,6605,57319,15032,5102,50714,15,3,2,1,5,5,5,5,5,5,5,5,1,1,1,1,84,5,3,0,3,5,1,1,1,98,7,3,1,0,1,0,5,5,5,5,5,5,3,1,0,3,0,0,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,0,172.863266137141
194046,21022,215068,15711,19451,194046,15,71,1,2,5,5,5,5,5,5,5,5,2,2,1,1,130,5,2,0,1,2,1,1,1,20,2,2,0,0,2,15,5,5,5,5,5,5,5,0,2,3,0,0,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,0,128.44219688686
75373,9074,84447,15042,7570,75373,15,4,2,1,1,5,5,5,1,5,5,5,1,1,1,5,70,5,3,0,3,6,1,1,1,98,2,2,0,0,2,5,5,5,5,5,5,5,6,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,2,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,5,0,5,5,1,236.163245027834
56061,7107,63168,15032,5604,56061,15,3,2,2,5,5,5,5,5,5,5,5,2,1,1,1,70,5,3,0,1,6,6,0,0,0,0,5,0,2,2,1,5,5,5,5,5,5,9,0,0,1,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,103.129207362135
48894,6400,55294,15032,4897,48894,15,3,2,1,1,1,5,5,5,5,5,5,1,1,1,3,81,5,3,0,1,6,1,1,1,2,7,6,0,2,2,3,5,5,5,5,5,5,6,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,200000,1,1,"A",NA,NA,NA,"E",NA,NA,NA,1,1,200000,1,1,"A",NA,NA,NA,"E",NA,NA,NA,1,1,200000,1,1,"A",NA,NA,NA,"E",NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,5,0,5,4,1,98.1701385778823
88065,10347,98412,15052,8842,88065,15,5,2,2,5,5,5,5,5,5,5,5,2,1,1,1,80,5,3,0,1,2,1,1,1,98,8,5,0,1,1,0,5,5,5,5,5,5,5,0,1,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,5,5,5,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,165.80304308551
184074,20038,204112,15711,18467,184074,15,71,1,2,5,5,5,5,5,5,5,5,2,2,1,1,100,1,4,1,1,2,1,2,1,65,7,4,0,1,1,0,5,5,5,5,5,5,4,0,1,1,1,1,1,3,0,0,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,1,5,1,5,5,1,1,1,NA,"B",NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,6,0,6,6,1,202.187996471193
200300,21650,221950,15721,20078,200300,15,72,1,2,5,5,5,5,5,5,5,5,2,2,2,0,48,1,3,0,3,5,1,1,6,0,0,2,0,0,2,15,5,5,5,5,5,5,4,0,8,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,6,1,5,5,2,38.5031446440431
190149,20643,210792,15711,19072,190149,15,71,1,2,5,5,5,5,5,5,5,5,2,1,1,1,200,5,3,0,1,2,1,1,1,20,7,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,0,146.734392740067
46249,6123,52372,15032,4620,46249,15,3,2,1,5,5,5,5,5,5,5,5,1,1,1,1,60,5,3,0,3,5,1,1,1,30,7,6,0,2,1,0,5,5,5,5,5,5,6,0,2,3,0,0,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,1,0,1,1,0,6.01727914472619
188181,20450,208631,15711,18879,188181,15,71,1,1,5,5,5,5,5,5,5,5,1,1,1,2,40,1,3,0,1,6,1,1,1,98,7,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,2,0,0,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,1,0,1,1,1,77.8857544559457
19520,3444,22964,15022,1942,19520,15,2,2,2,5,5,5,5,5,5,5,5,2,1,1,1,96,5,3,0,3,6,2,1,5,0,0,9,0,0,2,2,5,5,5,5,5,5,9,0,0,3,0,0,1,3,0,0,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,1,3,3,1,216.804438645113
4780,1990,6770,15012,489,4780,15,1,2,2,5,5,5,5,5,5,5,5,2,1,1,1,100,5,3,0,1,1,1,1,3,0,0,4,0,1,1,0,5,5,5,5,5,5,4,0,1,1,1,1,1,1,0,0,3,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,1,"A",NA,NA,NA,1,1,0,1,2,1,1,1,1,1,1,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,1,298.681584609654
173186,18868,192054,15092,17359,173186,15,9,2,1,5,5,5,5,5,5,5,5,1,1,1,1,120,5,3,0,1,6,1,1,4,0,0,2,0,0,2,15,5,5,5,5,5,5,4,0,2,2,1,1,1,3,0,0,3,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,1,5,5,5,5,1,NA,"B",NA,NA,1,1,0,1,1,1,1,1,2,1,2,1,2,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,1,316.377750021824
115932,13128,129060,15062,11622,115932,15,6,2,4,5,5,5,5,5,5,5,5,4,2,1,1,170,5,3,0,3,5,1,1,1,4,8,2,0,0,2,15,5,5,5,5,5,5,4,0,1,1,1,1,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,5,1,4,4,1,241.245264336965
107157,12258,119415,15062,10752,107157,15,6,2,2,1,5,1,5,1,5,5,5,2,1,1,5,32,5,3,0,3,4,1,3,3,0,0,2,0,0,2,5,5,5,5,5,5,5,4,0,1,2,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,1800000,0,0,0,0,5,0,2,0,2,2,0,47.2935867024649
19722,3471,23193,15022,1969,19722,15,2,2,2,1,1,5,5,5,5,5,5,2,1,1,1,72,5,3,0,3,5,1,1,4,0,0,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,2,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,155.823767248889
24905,4007,28912,15022,2505,24905,15,2,2,2,5,5,5,5,5,5,5,5,2,1,1,1,108,5,3,0,1,6,1,1,1,10,7,5,0,1,1,0,5,5,5,5,5,5,5,0,1,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,1,4,NA,NA,NA,NA,"E",NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,139.985114507596
81989,9727,91716,15052,8222,81989,15,5,2,1,1,5,5,5,5,5,5,5,1,1,1,5,48,5,3,0,1,2,1,1,1,18,7,6,0,1,1,0,5,5,5,5,5,5,6,0,1,3,0,0,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,83.947404046276
